variable,year,sex,name,n,prop
DAVID-2012,2012,M,DAVID,185,0.84
DAVID-2013,2013,M,DAVID,186,0.87
DAVID-2014,2014,M,DAVID,182,0.9
DAVID-2015,2015,M,DAVID,168,0.85
DAVID-2016,2016,M,DAVID,134,0.71
DAVID-2017,2017,M,DAVID,109,0.65
DAVID-2018,2018,M,DAVID,97,0.6
DYLAN-1980,1980,M,DYLAN,3,0.01
DYLAN-1981,1981,M,DYLAN,4,0.01
DYLAN-1982,1982,M,DYLAN,3,0.01
DYLAN-1983,1983,M,DYLAN,9,0.03
DYLAN-1984,1984,M,DYLAN,3,0.01
DYLAN-1985,1985,M,DYLAN,7,0.02
DYLAN-1986,1986,M,DYLAN,5,0.02
DYLAN-1987,1987,M,DYLAN,10,0.03
DYLAN-1988,1988,M,DYLAN,7,0.02
DYLAN-1989,1989,M,DYLAN,7,0.02
DYLAN-1990,1990,M,DYLAN,20,0.06
DYLAN-1991,1991,M,DYLAN,35,0.1
DYLAN-1992,1992,M,DYLAN,50,0.15
DYLAN-1993,1993,M,DYLAN,48,0.15
DYLAN-1994,1994,M,DYLAN,70,0.23
DYLAN-1995,1995,M,DYLAN,100,0.34
DYLAN-1996,1996,M,DYLAN,120,0.42
DYLAN-1997,1997,M,DYLAN,128,0.49
DYLAN-1998,1998,M,DYLAN,147,0.6
DYLAN-1999,1999,M,DYLAN,201,0.85
DYLAN-2000,2000,M,DYLAN,285,1.24
DYLAN-2001,2001,M,DYLAN,245,1.05
DYLAN-2002,2002,M,DYLAN,220,0.98
DYLAN-2003,2003,M,DYLAN,203,0.91
DYLAN-2004,2004,M,DYLAN,197,0.9
DYLAN-2005,2005,M,DYLAN,185,0.85
DYLAN-2006,2006,M,DYLAN,176,0.76
DYLAN-2007,2007,M,DYLAN,203,0.88
DYLAN-2008,2008,M,DYLAN,217,0.92
DYLAN-2009,2009,M,DYLAN,182,0.77
DYLAN-2010,2010,M,DYLAN,169,0.75
DYLAN-2011,2011,M,DYLAN,222,1
DYLAN-2012,2012,M,DYLAN,175,0.79
DYLAN-2013,2013,M,DYLAN,202,0.94
DYLAN-2014,2014,M,DYLAN,186,0.92
DYLAN-2015,2015,M,DYLAN,179,0.91
DYLAN-2016,2016,M,DYLAN,221,1.17
DYLAN-2017,2017,M,DYLAN,198,1.17
DYLAN-2018,2018,M,DYLAN,164,1.01
EDOUARD-1980,1980,M,EDOUARD,8,0.02
EDOUARD-1981,1981,M,EDOUARD,7,0.02
EDOUARD-1982,1982,M,EDOUARD,6,0.02
EDOUARD-1983,1983,M,EDOUARD,7,0.02
EDOUARD-1984,1984,M,EDOUARD,6,0.02
EDOUARD-1985,1985,M,EDOUARD,14,0.05
EDOUARD-1986,1986,M,EDOUARD,6,0.02
EDOUARD-1987,1987,M,EDOUARD,14,0.05
EDOUARD-1988,1988,M,EDOUARD,10,0.03
EDOUARD-1989,1989,M,EDOUARD,7,0.02
EDOUARD-1990,1990,M,EDOUARD,17,0.05
EDOUARD-1991,1991,M,EDOUARD,22,0.07
EDOUARD-1992,1992,M,EDOUARD,29,0.09
EDOUARD-1993,1993,M,EDOUARD,31,0.1
EDOUARD-1994,1994,M,EDOUARD,22,0.07
EDOUARD-1995,1995,M,EDOUARD,40,0.13
EDOUARD-1996,1996,M,EDOUARD,44,0.15
EDOUARD-1997,1997,M,EDOUARD,73,0.28
EDOUARD-1998,1998,M,EDOUARD,66,0.27
EDOUARD-1999,1999,M,EDOUARD,53,0.22
EDOUARD-2000,2000,M,EDOUARD,78,0.34
EDOUARD-2001,2001,M,EDOUARD,100,0.43
EDOUARD-2002,2002,M,EDOUARD,115,0.51
EDOUARD-2003,2003,M,EDOUARD,138,0.62
EDOUARD-2004,2004,M,EDOUARD,145,0.66
EDOUARD-2005,2005,M,EDOUARD,181,0.83
EDOUARD-2006,2006,M,EDOUARD,276,1.19
EDOUARD-2007,2007,M,EDOUARD,277,1.2
EDOUARD-2008,2008,M,EDOUARD,297,1.25
EDOUARD-2009,2009,M,EDOUARD,392,1.67
EDOUARD-2010,2010,M,EDOUARD,327,1.45
EDOUARD-2011,2011,M,EDOUARD,324,1.46
EDOUARD-2012,2012,M,EDOUARD,324,1.46
EDOUARD-2013,2013,M,EDOUARD,349,1.63
EDOUARD-2014,2014,M,EDOUARD,343,1.7
EDOUARD-2015,2015,M,EDOUARD,394,2
EDOUARD-2016,2016,M,EDOUARD,465,2.46
EDOUARD-2017,2017,M,EDOUARD,455,2.7
EDOUARD-2018,2018,M,EDOUARD,488,3.01
ELLIOT-1980,1980,M,ELLIOT,1,0
ELLIOT-1981,1981,M,ELLIOT,1,0
ELLIOT-1982,1982,M,ELLIOT,2,0.01
ELLIOT-1983,1983,M,ELLIOT,4,0.01
ELLIOT-1984,1984,M,ELLIOT,5,0.02
ELLIOT-1985,1985,M,ELLIOT,1,0
ELLIOT-1986,1986,M,ELLIOT,0,0
ELLIOT-1987,1987,M,ELLIOT,3,0.01
ELLIOT-1988,1988,M,ELLIOT,7,0.02
ELLIOT-1989,1989,M,ELLIOT,13,0.04
ELLIOT-1990,1990,M,ELLIOT,13,0.04
ELLIOT-1991,1991,M,ELLIOT,11,0.03
ELLIOT-1992,1992,M,ELLIOT,11,0.03
ELLIOT-1993,1993,M,ELLIOT,13,0.04
ELLIOT-1994,1994,M,ELLIOT,18,0.06
ELLIOT-1995,1995,M,ELLIOT,19,0.06
ELLIOT-1996,1996,M,ELLIOT,11,0.04
ELLIOT-1997,1997,M,ELLIOT,18,0.07
ELLIOT-1998,1998,M,ELLIOT,10,0.04
ELLIOT-1999,1999,M,ELLIOT,18,0.08
ELLIOT-2000,2000,M,ELLIOT,24,0.1
ELLIOT-2001,2001,M,ELLIOT,36,0.15
ELLIOT-2002,2002,M,ELLIOT,73,0.33
ELLIOT-2003,2003,M,ELLIOT,52,0.23
ELLIOT-2004,2004,M,ELLIOT,65,0.3
ELLIOT-2005,2005,M,ELLIOT,87,0.4
ELLIOT-2006,2006,M,ELLIOT,133,0.58
ELLIOT-2007,2007,M,ELLIOT,165,0.71
ELLIOT-2008,2008,M,ELLIOT,230,0.97
ELLIOT-2009,2009,M,ELLIOT,230,0.98
ELLIOT-2010,2010,M,ELLIOT,245,1.08
ELLIOT-2011,2011,M,ELLIOT,208,0.94
ELLIOT-2012,2012,M,ELLIOT,280,1.26
ELLIOT-2013,2013,M,ELLIOT,321,1.5
ELLIOT-2014,2014,M,ELLIOT,286,1.41
ELLIOT-2015,2015,M,ELLIOT,306,1.55
ELLIOT-2016,2016,M,ELLIOT,318,1.68
ELLIOT-2017,2017,M,ELLIOT,330,1.96
ELLIOT-2018,2018,M,ELLIOT,305,1.88
EMILE-1980,1980,M,EMILE,11,0.03
EMILE-1981,1981,M,EMILE,12,0.04
EMILE-1982,1982,M,EMILE,16,0.05
EMILE-1983,1983,M,EMILE,12,0.04
EMILE-1984,1984,M,EMILE,8,0.03
EMILE-1985,1985,M,EMILE,15,0.05
EMILE-1986,1986,M,EMILE,27,0.09
EMILE-1987,1987,M,EMILE,14,0.05
EMILE-1988,1988,M,EMILE,21,0.07
EMILE-1989,1989,M,EMILE,34,0.11
EMILE-1990,1990,M,EMILE,50,0.15
EMILE-1991,1991,M,EMILE,92,0.27
EMILE-1992,1992,M,EMILE,70,0.22
EMILE-1993,1993,M,EMILE,87,0.28
EMILE-1994,1994,M,EMILE,112,0.36
EMILE-1995,1995,M,EMILE,130,0.44
EMILE-1996,1996,M,EMILE,162,0.57
EMILE-1997,1997,M,EMILE,167,0.64
EMILE-1998,1998,M,EMILE,167,0.68
EMILE-1999,1999,M,EMILE,185,0.78
EMILE-2000,2000,M,EMILE,208,0.91
EMILE-2001,2001,M,EMILE,243,1.04
EMILE-2002,2002,M,EMILE,292,1.3
EMILE-2003,2003,M,EMILE,382,1.71
EMILE-2004,2004,M,EMILE,402,1.84
EMILE-2005,2005,M,EMILE,385,1.77
EMILE-2006,2006,M,EMILE,457,1.98
EMILE-2007,2007,M,EMILE,454,1.97
EMILE-2008,2008,M,EMILE,427,1.8
EMILE-2009,2009,M,EMILE,457,1.94
EMILE-2010,2010,M,EMILE,428,1.89
EMILE-2011,2011,M,EMILE,390,1.76
EMILE-2012,2012,M,EMILE,446,2.01
EMILE-2013,2013,M,EMILE,416,1.94
EMILE-2014,2014,M,EMILE,464,2.29
EMILE-2015,2015,M,EMILE,483,2.45
EMILE-2016,2016,M,EMILE,479,2.53
EMILE-2017,2017,M,EMILE,458,2.72
EMILE-2018,2018,M,EMILE,481,2.96
ETIENNE-1980,1980,M,ETIENNE,298,0.91
ETIENNE-1981,1981,M,ETIENNE,269,0.82
ETIENNE-1982,1982,M,ETIENNE,241,0.78
ETIENNE-1983,1983,M,ETIENNE,237,0.77
ETIENNE-1984,1984,M,ETIENNE,214,0.69
ETIENNE-1985,1985,M,ETIENNE,220,0.73
ETIENNE-1986,1986,M,ETIENNE,188,0.64
ETIENNE-1987,1987,M,ETIENNE,208,0.71
ETIENNE-1988,1988,M,ETIENNE,236,0.78
ETIENNE-1989,1989,M,ETIENNE,285,0.89
ETIENNE-1990,1990,M,ETIENNE,327,0.96
ETIENNE-1991,1991,M,ETIENNE,339,1
ETIENNE-1992,1992,M,ETIENNE,355,1.09
ETIENNE-1993,1993,M,ETIENNE,353,1.12
ETIENNE-1994,1994,M,ETIENNE,344,1.12
ETIENNE-1995,1995,M,ETIENNE,357,1.2
ETIENNE-1996,1996,M,ETIENNE,324,1.13
ETIENNE-1997,1997,M,ETIENNE,332,1.27
ETIENNE-1998,1998,M,ETIENNE,301,1.23
ETIENNE-1999,1999,M,ETIENNE,281,1.19
ETIENNE-2000,2000,M,ETIENNE,240,1.05
ETIENNE-2001,2001,M,ETIENNE,263,1.13
ETIENNE-2002,2002,M,ETIENNE,236,1.05
ETIENNE-2003,2003,M,ETIENNE,252,1.13
ETIENNE-2004,2004,M,ETIENNE,268,1.22
ETIENNE-2005,2005,M,ETIENNE,270,1.24
ETIENNE-2006,2006,M,ETIENNE,316,1.37
ETIENNE-2007,2007,M,ETIENNE,288,1.25
ETIENNE-2008,2008,M,ETIENNE,330,1.39
ETIENNE-2009,2009,M,ETIENNE,279,1.19
ETIENNE-2010,2010,M,ETIENNE,262,1.16
ETIENNE-2011,2011,M,ETIENNE,238,1.07
ETIENNE-2012,2012,M,ETIENNE,294,1.33
ETIENNE-2013,2013,M,ETIENNE,227,1.06
ETIENNE-2014,2014,M,ETIENNE,191,0.94
ETIENNE-2015,2015,M,ETIENNE,163,0.83
ETIENNE-2016,2016,M,ETIENNE,140,0.74
ETIENNE-2017,2017,M,ETIENNE,106,0.63
ETIENNE-2018,2018,M,ETIENNE,73,0.45
FELIX-1980,1980,M,FELIX,71,0.22
FELIX-1981,1981,M,FELIX,72,0.22
FELIX-1982,1982,M,FELIX,56,0.18
FELIX-1983,1983,M,FELIX,65,0.21
FELIX-1984,1984,M,FELIX,46,0.15
FELIX-1985,1985,M,FELIX,54,0.18
FELIX-1986,1986,M,FELIX,62,0.21
FELIX-1987,1987,M,FELIX,98,0.34
FELIX-1988,1988,M,FELIX,133,0.44
FELIX-1989,1989,M,FELIX,193,0.6
FELIX-1990,1990,M,FELIX,217,0.64
FELIX-1991,1991,M,FELIX,252,0.75
FELIX-1992,1992,M,FELIX,305,0.94
FELIX-1993,1993,M,FELIX,418,1.33
FELIX-1994,1994,M,FELIX,413,1.34
FELIX-1995,1995,M,FELIX,489,1.65
FELIX-1996,1996,M,FELIX,495,1.73
FELIX-1997,1997,M,FELIX,487,1.86
FELIX-1998,1998,M,FELIX,509,2.08
FELIX-1999,1999,M,FELIX,552,2.33
FELIX-2000,2000,M,FELIX,506,2.2
FELIX-2001,2001,M,FELIX,527,2.26
FELIX-2002,2002,M,FELIX,588,2.62
FELIX-2003,2003,M,FELIX,550,2.46
FELIX-2004,2004,M,FELIX,589,2.69
FELIX-2005,2005,M,FELIX,631,2.9
FELIX-2006,2006,M,FELIX,615,2.66
FELIX-2007,2007,M,FELIX,695,3.01
FELIX-2008,2008,M,FELIX,712,3.01
FELIX-2009,2009,M,FELIX,765,3.25
FELIX-2010,2010,M,FELIX,621,2.75
FELIX-2011,2011,M,FELIX,746,3.37
FELIX-2012,2012,M,FELIX,711,3.21
FELIX-2013,2013,M,FELIX,703,3.28
FELIX-2014,2014,M,FELIX,721,3.57
FELIX-2015,2015,M,FELIX,645,3.27
FELIX-2016,2016,M,FELIX,611,3.23
FELIX-2017,2017,M,FELIX,454,2.69
FELIX-2018,2018,M,FELIX,496,3.06
GABRIEL-1980,1980,M,GABRIEL,204,0.62
GABRIEL-1981,1981,M,GABRIEL,252,0.77
GABRIEL-1982,1982,M,GABRIEL,265,0.85
GABRIEL-1983,1983,M,GABRIEL,320,1.04
GABRIEL-1984,1984,M,GABRIEL,329,1.07
GABRIEL-1985,1985,M,GABRIEL,309,1.02
GABRIEL-1986,1986,M,GABRIEL,389,1.33
GABRIEL-1987,1987,M,GABRIEL,470,1.61
GABRIEL-1988,1988,M,GABRIEL,563,1.87
GABRIEL-1989,1989,M,GABRIEL,588,1.83
GABRIEL-1990,1990,M,GABRIEL,813,2.39
GABRIEL-1991,1991,M,GABRIEL,904,2.67
GABRIEL-1992,1992,M,GABRIEL,1024,3.15
GABRIEL-1993,1993,M,GABRIEL,1027,3.27
GABRIEL-1994,1994,M,GABRIEL,1148,3.73
GABRIEL-1995,1995,M,GABRIEL,1213,4.09
GABRIEL-1996,1996,M,GABRIEL,1246,4.36
GABRIEL-1997,1997,M,GABRIEL,1065,4.07
GABRIEL-1998,1998,M,GABRIEL,996,4.08
GABRIEL-1999,1999,M,GABRIEL,902,3.81
GABRIEL-2000,2000,M,GABRIEL,899,3.92
GABRIEL-2001,2001,M,GABRIEL,1053,4.51
GABRIEL-2002,2002,M,GABRIEL,846,3.77
GABRIEL-2003,2003,M,GABRIEL,753,3.36
GABRIEL-2004,2004,M,GABRIEL,666,3.04
GABRIEL-2005,2005,M,GABRIEL,663,3.05
GABRIEL-2006,2006,M,GABRIEL,674,2.92
GABRIEL-2007,2007,M,GABRIEL,811,3.51
GABRIEL-2008,2008,M,GABRIEL,934,3.94
GABRIEL-2009,2009,M,GABRIEL,777,3.3
GABRIEL-2010,2010,M,GABRIEL,746,3.3
GABRIEL-2011,2011,M,GABRIEL,701,3.16
GABRIEL-2012,2012,M,GABRIEL,759,3.43
GABRIEL-2013,2013,M,GABRIEL,630,2.94
GABRIEL-2014,2014,M,GABRIEL,553,2.73
GABRIEL-2015,2015,M,GABRIEL,512,2.6
GABRIEL-2016,2016,M,GABRIEL,535,2.83
GABRIEL-2017,2017,M,GABRIEL,404,2.4
GABRIEL-2018,2018,M,GABRIEL,360,2.22
GUILLAUME-1980,1980,M,GUILLAUME,635,1.94
GUILLAUME-1981,1981,M,GUILLAUME,748,2.28
GUILLAUME-1982,1982,M,GUILLAUME,718,2.32
GUILLAUME-1983,1983,M,GUILLAUME,755,2.45
GUILLAUME-1984,1984,M,GUILLAUME,1064,3.45
GUILLAUME-1985,1985,M,GUILLAUME,960,3.17
GUILLAUME-1986,1986,M,GUILLAUME,843,2.87
GUILLAUME-1987,1987,M,GUILLAUME,831,2.85
GUILLAUME-1988,1988,M,GUILLAUME,814,2.7
GUILLAUME-1989,1989,M,GUILLAUME,765,2.39
GUILLAUME-1990,1990,M,GUILLAUME,792,2.33
GUILLAUME-1991,1991,M,GUILLAUME,758,2.24
GUILLAUME-1992,1992,M,GUILLAUME,736,2.26
GUILLAUME-1993,1993,M,GUILLAUME,675,2.15
GUILLAUME-1994,1994,M,GUILLAUME,645,2.09
GUILLAUME-1995,1995,M,GUILLAUME,542,1.83
GUILLAUME-1996,1996,M,GUILLAUME,546,1.91
GUILLAUME-1997,1997,M,GUILLAUME,513,1.96
GUILLAUME-1998,1998,M,GUILLAUME,406,1.66
GUILLAUME-1999,1999,M,GUILLAUME,380,1.6
GUILLAUME-2000,2000,M,GUILLAUME,319,1.39
GUILLAUME-2001,2001,M,GUILLAUME,260,1.11
GUILLAUME-2002,2002,M,GUILLAUME,270,1.2
GUILLAUME-2003,2003,M,GUILLAUME,255,1.14
GUILLAUME-2004,2004,M,GUILLAUME,230,1.05
GUILLAUME-2005,2005,M,GUILLAUME,193,0.89
GUILLAUME-2006,2006,M,GUILLAUME,228,0.99
GUILLAUME-2007,2007,M,GUILLAUME,238,1.03
GUILLAUME-2008,2008,M,GUILLAUME,209,0.88
GUILLAUME-2009,2009,M,GUILLAUME,193,0.82
GUILLAUME-2010,2010,M,GUILLAUME,159,0.7
GUILLAUME-2011,2011,M,GUILLAUME,110,0.5
GUILLAUME-2012,2012,M,GUILLAUME,98,0.44
GUILLAUME-2013,2013,M,GUILLAUME,82,0.38
GUILLAUME-2014,2014,M,GUILLAUME,67,0.33
GUILLAUME-2015,2015,M,GUILLAUME,54,0.27
GUILLAUME-2016,2016,M,GUILLAUME,39,0.21
GUILLAUME-2017,2017,M,GUILLAUME,26,0.15
GUILLAUME-2018,2018,M,GUILLAUME,25,0.15
HUGO-1980,1980,M,HUGO,210,0.64
HUGO-1981,1981,M,HUGO,223,0.68
HUGO-1982,1982,M,HUGO,175,0.56
HUGO-1983,1983,M,HUGO,133,0.43
HUGO-1984,1984,M,HUGO,163,0.53
HUGO-1985,1985,M,HUGO,185,0.61
HUGO-1986,1986,M,HUGO,175,0.6
HUGO-1987,1987,M,HUGO,171,0.59
HUGO-1988,1988,M,HUGO,165,0.55
HUGO-1989,1989,M,HUGO,224,0.7
HUGO-1990,1990,M,HUGO,217,0.64
HUGO-1991,1991,M,HUGO,259,0.77
HUGO-1992,1992,M,HUGO,217,0.67
HUGO-1993,1993,M,HUGO,183,0.58
HUGO-1994,1994,M,HUGO,174,0.56
HUGO-1995,1995,M,HUGO,167,0.56
HUGO-1996,1996,M,HUGO,167,0.58
HUGO-1997,1997,M,HUGO,185,0.71
HUGO-1998,1998,M,HUGO,132,0.54
HUGO-1999,1999,M,HUGO,143,0.6
HUGO-2000,2000,M,HUGO,144,0.63
HUGO-2001,2001,M,HUGO,122,0.52
HUGO-2002,2002,M,HUGO,122,0.54
HUGO-2003,2003,M,HUGO,163,0.73
HUGO-2004,2004,M,HUGO,145,0.66
HUGO-2005,2005,M,HUGO,159,0.73
HUGO-2006,2006,M,HUGO,218,0.94
HUGO-2007,2007,M,HUGO,179,0.78
HUGO-2008,2008,M,HUGO,191,0.81
HUGO-2009,2009,M,HUGO,170,0.72
HUGO-2010,2010,M,HUGO,160,0.71
HUGO-2011,2011,M,HUGO,163,0.74
HUGO-2012,2012,M,HUGO,152,0.69
HUGO-2013,2013,M,HUGO,177,0.83
HUGO-2014,2014,M,HUGO,173,0.86
HUGO-2015,2015,M,HUGO,180,0.91
HUGO-2016,2016,M,HUGO,119,0.63
HUGO-2017,2017,M,HUGO,117,0.69
HUGO-2018,2018,M,HUGO,93,0.57
JACOB-1980,1980,M,JACOB,14,0.04
JACOB-1981,1981,M,JACOB,15,0.05
JACOB-1982,1982,M,JACOB,18,0.06
JACOB-1983,1983,M,JACOB,17,0.06
JACOB-1984,1984,M,JACOB,16,0.05
JACOB-1985,1985,M,JACOB,12,0.04
JACOB-1986,1986,M,JACOB,23,0.08
JACOB-1987,1987,M,JACOB,31,0.11
JACOB-1988,1988,M,JACOB,36,0.12
JACOB-1989,1989,M,JACOB,43,0.13
JACOB-1990,1990,M,JACOB,48,0.14
JACOB-1991,1991,M,JACOB,84,0.25
JACOB-1992,1992,M,JACOB,107,0.33
JACOB-1993,1993,M,JACOB,104,0.33
JACOB-1994,1994,M,JACOB,128,0.42
JACOB-1995,1995,M,JACOB,160,0.54
JACOB-1996,1996,M,JACOB,229,0.8
JACOB-1997,1997,M,JACOB,279,1.07
JACOB-1998,1998,M,JACOB,315,1.29
JACOB-1999,1999,M,JACOB,313,1.32
JACOB-2000,2000,M,JACOB,358,1.56
JACOB-2001,2001,M,JACOB,454,1.94
JACOB-2002,2002,M,JACOB,455,2.03
JACOB-2003,2003,M,JACOB,433,1.93
JACOB-2004,2004,M,JACOB,432,1.97
JACOB-2005,2005,M,JACOB,471,2.17
JACOB-2006,2006,M,JACOB,533,2.31
JACOB-2007,2007,M,JACOB,445,1.93
JACOB-2008,2008,M,JACOB,515,2.17
JACOB-2009,2009,M,JACOB,550,2.34
JACOB-2010,2010,M,JACOB,763,3.38
JACOB-2011,2011,M,JACOB,737,3.33
JACOB-2012,2012,M,JACOB,724,3.27
JACOB-2013,2013,M,JACOB,642,3
JACOB-2014,2014,M,JACOB,617,3.05
JACOB-2015,2015,M,JACOB,671,3.4
JACOB-2016,2016,M,JACOB,606,3.2
JACOB-2017,2017,M,JACOB,573,3.4
JACOB-2018,2018,M,JACOB,540,3.33
JAMES-1980,1980,M,JAMES,75,0.23
JAMES-1981,1981,M,JAMES,89,0.27
JAMES-1982,1982,M,JAMES,96,0.31
JAMES-1983,1983,M,JAMES,88,0.29
JAMES-1984,1984,M,JAMES,104,0.34
JAMES-1985,1985,M,JAMES,76,0.25
JAMES-1986,1986,M,JAMES,81,0.28
JAMES-1987,1987,M,JAMES,83,0.28
JAMES-1988,1988,M,JAMES,69,0.23
JAMES-1989,1989,M,JAMES,83,0.26
JAMES-1990,1990,M,JAMES,102,0.3
JAMES-1991,1991,M,JAMES,121,0.36
JAMES-1992,1992,M,JAMES,127,0.39
JAMES-1993,1993,M,JAMES,119,0.38
JAMES-1994,1994,M,JAMES,145,0.47
JAMES-1995,1995,M,JAMES,113,0.38
JAMES-1996,1996,M,JAMES,119,0.42
JAMES-1997,1997,M,JAMES,131,0.5
JAMES-1998,1998,M,JAMES,99,0.41
JAMES-1999,1999,M,JAMES,109,0.46
JAMES-2000,2000,M,JAMES,123,0.54
JAMES-2001,2001,M,JAMES,101,0.43
JAMES-2002,2002,M,JAMES,87,0.39
JAMES-2003,2003,M,JAMES,109,0.49
JAMES-2004,2004,M,JAMES,99,0.45
JAMES-2005,2005,M,JAMES,116,0.53
JAMES-2006,2006,M,JAMES,120,0.52
JAMES-2007,2007,M,JAMES,149,0.65
JAMES-2008,2008,M,JAMES,138,0.58
JAMES-2009,2009,M,JAMES,119,0.51
JAMES-2010,2010,M,JAMES,150,0.66
JAMES-2011,2011,M,JAMES,153,0.69
JAMES-2012,2012,M,JAMES,183,0.83
JAMES-2013,2013,M,JAMES,228,1.07
JAMES-2014,2014,M,JAMES,252,1.25
JAMES-2015,2015,M,JAMES,285,1.44
JAMES-2016,2016,M,JAMES,312,1.65
JAMES-2017,2017,M,JAMES,310,1.84
JAMES-2018,2018,M,JAMES,343,2.11
JEREMY-1980,1980,M,JEREMY,40,0.12
JEREMY-1981,1981,M,JEREMY,57,0.17
JEREMY-1982,1982,M,JEREMY,56,0.18
JEREMY-1983,1983,M,JEREMY,55,0.18
JEREMY-1984,1984,M,JEREMY,68,0.22
JEREMY-1985,1985,M,JEREMY,68,0.22
JEREMY-1986,1986,M,JEREMY,73,0.25
JEREMY-1987,1987,M,JEREMY,92,0.32
JEREMY-1988,1988,M,JEREMY,89,0.3
JEREMY-1989,1989,M,JEREMY,110,0.34
JEREMY-1990,1990,M,JEREMY,152,0.45
JEREMY-1991,1991,M,JEREMY,218,0.64
JEREMY-1992,1992,M,JEREMY,238,0.73
JEREMY-1993,1993,M,JEREMY,287,0.91
JEREMY-1994,1994,M,JEREMY,352,1.14
JEREMY-1995,1995,M,JEREMY,400,1.35
JEREMY-1996,1996,M,JEREMY,462,1.62
JEREMY-1997,1997,M,JEREMY,521,1.99
JEREMY-1998,1998,M,JEREMY,583,2.39
JEREMY-1999,1999,M,JEREMY,659,2.78
JEREMY-2000,2000,M,JEREMY,706,3.08
JEREMY-2001,2001,M,JEREMY,713,3.05
JEREMY-2002,2002,M,JEREMY,719,3.21
JEREMY-2003,2003,M,JEREMY,717,3.2
JEREMY-2004,2004,M,JEREMY,636,2.9
JEREMY-2005,2005,M,JEREMY,536,2.47
JEREMY-2006,2006,M,JEREMY,574,2.48
JEREMY-2007,2007,M,JEREMY,473,2.05
JEREMY-2008,2008,M,JEREMY,353,1.49
JEREMY-2009,2009,M,JEREMY,366,1.55
JEREMY-2010,2010,M,JEREMY,333,1.47
JEREMY-2011,2011,M,JEREMY,305,1.38
JEREMY-2012,2012,M,JEREMY,254,1.15
JEREMY-2013,2013,M,JEREMY,263,1.23
JEREMY-2014,2014,M,JEREMY,211,1.04
JEREMY-2015,2015,M,JEREMY,195,0.99
JEREMY-2016,2016,M,JEREMY,98,0.52
JEREMY-2017,2017,M,JEREMY,60,0.36
JEREMY-2018,2018,M,JEREMY,54,0.33
JORDAN-1980,1980,M,JORDAN,26,0.08
JORDAN-1981,1981,M,JORDAN,23,0.07
JORDAN-1982,1982,M,JORDAN,51,0.16
JORDAN-1983,1983,M,JORDAN,33,0.11
JORDAN-1984,1984,M,JORDAN,43,0.14
JORDAN-1985,1985,M,JORDAN,48,0.16
JORDAN-1986,1986,M,JORDAN,41,0.14
JORDAN-1987,1987,M,JORDAN,54,0.19
JORDAN-1988,1988,M,JORDAN,57,0.19
JORDAN-1989,1989,M,JORDAN,98,0.31
JORDAN-1990,1990,M,JORDAN,170,0.5
JORDAN-1991,1991,M,JORDAN,183,0.54
JORDAN-1992,1992,M,JORDAN,200,0.61
JORDAN-1993,1993,M,JORDAN,213,0.68
JORDAN-1994,1994,M,JORDAN,203,0.66
JORDAN-1995,1995,M,JORDAN,167,0.56
JORDAN-1996,1996,M,JORDAN,210,0.74
JORDAN-1997,1997,M,JORDAN,202,0.77
JORDAN-1998,1998,M,JORDAN,204,0.84
JORDAN-1999,1999,M,JORDAN,185,0.78
JORDAN-2000,2000,M,JORDAN,192,0.84
JORDAN-2001,2001,M,JORDAN,190,0.81
JORDAN-2002,2002,M,JORDAN,178,0.79
JORDAN-2003,2003,M,JORDAN,169,0.76
JORDAN-2004,2004,M,JORDAN,145,0.66
JORDAN-2005,2005,M,JORDAN,130,0.6
JORDAN-2006,2006,M,JORDAN,131,0.57
JORDAN-2007,2007,M,JORDAN,129,0.56
JORDAN-2008,2008,M,JORDAN,118,0.5
JORDAN-2009,2009,M,JORDAN,140,0.59
JORDAN-2010,2010,M,JORDAN,141,0.62
JORDAN-2011,2011,M,JORDAN,126,0.57
JORDAN-2012,2012,M,JORDAN,93,0.42
JORDAN-2013,2013,M,JORDAN,98,0.46
JORDAN-2014,2014,M,JORDAN,97,0.48
JORDAN-2015,2015,M,JORDAN,106,0.54
JORDAN-2016,2016,M,JORDAN,100,0.53
JORDAN-2017,2017,M,JORDAN,88,0.52
JORDAN-2018,2018,M,JORDAN,98,0.6
JULIEN-1980,1980,M,JULIEN,200,0.61
JULIEN-1981,1981,M,JULIEN,212,0.65
JULIEN-1982,1982,M,JULIEN,246,0.79
JULIEN-1983,1983,M,JULIEN,277,0.9
JULIEN-1984,1984,M,JULIEN,281,0.91
JULIEN-1985,1985,M,JULIEN,295,0.97
JULIEN-1986,1986,M,JULIEN,303,1.03
JULIEN-1987,1987,M,JULIEN,394,1.35
JULIEN-1988,1988,M,JULIEN,495,1.64
JULIEN-1989,1989,M,JULIEN,519,1.62
JULIEN-1990,1990,M,JULIEN,529,1.56
JULIEN-1991,1991,M,JULIEN,529,1.56
JULIEN-1992,1992,M,JULIEN,475,1.46
JULIEN-1993,1993,M,JULIEN,432,1.38
JULIEN-1994,1994,M,JULIEN,355,1.15
JULIEN-1995,1995,M,JULIEN,289,0.97
JULIEN-1996,1996,M,JULIEN,304,1.06
JULIEN-1997,1997,M,JULIEN,273,1.04
JULIEN-1998,1998,M,JULIEN,219,0.9
JULIEN-1999,1999,M,JULIEN,210,0.89
JULIEN-2000,2000,M,JULIEN,210,0.91
